popularity,name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
47,Suck You Dry - 2008 Remaster,spotify:track:3Fg4SlOiqKDodVJbAM2Gut,0.248,0.98,6,-7.1,1,0.0878,3.19E-06,0.795,0.0688,0.513,152.956,audio_features,3Fg4SlOiqKDodVJbAM2Gut,spotify:track:3Fg4SlOiqKDodVJbAM2Gut,https://api.spotify.com/v1/tracks/3Fg4SlOiqKDodVJbAM2Gut,https://api.spotify.com/v1/audio-analysis/3Fg4SlOiqKDodVJbAM2Gut,154347,4
43,Sweet Young Thing Ain't Sweet No More,spotify:track:0rI6pzqLmQAM3jZzJSzrNE,0.278,0.975,1,-6.439,1,0.0369,0.000185,0.77,0.0338,0.594,100.355,audio_features,0rI6pzqLmQAM3jZzJSzrNE,spotify:track:0rI6pzqLmQAM3jZzJSzrNE,https://api.spotify.com/v1/tracks/0rI6pzqLmQAM3jZzJSzrNE,https://api.spotify.com/v1/audio-analysis/0rI6pzqLmQAM3jZzJSzrNE,226240,4
41,Good Enough - Remastered,spotify:track:2wcpa5PSqWRRx2dQhxDjE4,0.365,0.859,10,-8.779,1,0.0369,1.40E-05,0.786,0.138,0.782,127.293,audio_features,2wcpa5PSqWRRx2dQhxDjE4,spotify:track:2wcpa5PSqWRRx2dQhxDjE4,https://api.spotify.com/v1/tracks/2wcpa5PSqWRRx2dQhxDjE4,https://api.spotify.com/v1/audio-analysis/2wcpa5PSqWRRx2dQhxDjE4,206107,4
39,You Got It (Keep It Outta My Face),spotify:track:379O0kbg1cFc4aRKGBgdYW,0.41,0.866,8,-8.764,0,0.0424,2.00E-05,6.23E-05,0.311,0.603,101.714,audio_features,379O0kbg1cFc4aRKGBgdYW,spotify:track:379O0kbg1cFc4aRKGBgdYW,https://api.spotify.com/v1/tracks/379O0kbg1cFc4aRKGBgdYW,https://api.spotify.com/v1/audio-analysis/379O0kbg1cFc4aRKGBgdYW,174947,4
37,Hate the Police,spotify:track:17lJiJ6NuBY6VHeEUVL2be,0.257,0.976,3,-6.607,0,0.0728,6.17E-05,0.0042,0.165,0.391,182.072,audio_features,17lJiJ6NuBY6VHeEUVL2be,spotify:track:17lJiJ6NuBY6VHeEUVL2be,https://api.spotify.com/v1/tracks/17lJiJ6NuBY6VHeEUVL2be,https://api.spotify.com/v1/audio-analysis/17lJiJ6NuBY6VHeEUVL2be,128840,4
34,Let It Slide - Remastered,spotify:track:50rTFUxWNFB7EPo4OoboVS,0.274,0.982,7,-5.989,1,0.0643,5.21E-05,0.193,0.0744,0.219,169.756,audio_features,50rTFUxWNFB7EPo4OoboVS,spotify:track:50rTFUxWNFB7EPo4OoboVS,https://api.spotify.com/v1/tracks/50rTFUxWNFB7EPo4OoboVS,https://api.spotify.com/v1/audio-analysis/50rTFUxWNFB7EPo4OoboVS,155547,4
33,Twenty Four,spotify:track:6qRvGqiZyyg8y8lFN8Qbhf,0.31,0.968,1,-8.784,1,0.0627,1.03E-05,0.674,0.0772,0.27,168.762,audio_features,6qRvGqiZyyg8y8lFN8Qbhf,spotify:track:6qRvGqiZyyg8y8lFN8Qbhf,https://api.spotify.com/v1/tracks/6qRvGqiZyyg8y8lFN8Qbhf,https://api.spotify.com/v1/audio-analysis/6qRvGqiZyyg8y8lFN8Qbhf,165760,4
32,Freak Momma,spotify:track:1XoZSw4kFaJ5UwGto7DfvO,0.426,0.877,8,-9.351,1,0.0443,6.36E-05,0.0331,0.282,0.758,135.965,audio_features,1XoZSw4kFaJ5UwGto7DfvO,spotify:track:1XoZSw4kFaJ5UwGto7DfvO,https://api.spotify.com/v1/tracks/1XoZSw4kFaJ5UwGto7DfvO,https://api.spotify.com/v1/audio-analysis/1XoZSw4kFaJ5UwGto7DfvO,237267,4
32,I'm Now,spotify:track:1WxGEjbVDQWBU92fpuiRdp,0.454,0.862,0,-5.882,1,0.056,0.0011,7.54E-05,0.0581,0.769,145.028,audio_features,1WxGEjbVDQWBU92fpuiRdp,spotify:track:1WxGEjbVDQWBU92fpuiRdp,https://api.spotify.com/v1/tracks/1WxGEjbVDQWBU92fpuiRdp,https://api.spotify.com/v1/audio-analysis/1WxGEjbVDQWBU92fpuiRdp,160880,4
71,Celebrity Skin,spotify:track:2V4Bc2I962j7acQj1N0PiQ,0.438,0.905,9,-6.161,1,0.0419,9.44E-06,5.40E-05,0.363,0.723,134.163,audio_features,2V4Bc2I962j7acQj1N0PiQ,spotify:track:2V4Bc2I962j7acQj1N0PiQ,https://api.spotify.com/v1/tracks/2V4Bc2I962j7acQj1N0PiQ,https://api.spotify.com/v1/audio-analysis/2V4Bc2I962j7acQj1N0PiQ,162667,4
64,Violet,spotify:track:6CHENx8iqzMwavTIz8s0gm,0.287,0.78,7,-6.493,1,0.0469,0.049,3.71E-05,0.184,0.383,167.278,audio_features,6CHENx8iqzMwavTIz8s0gm,spotify:track:6CHENx8iqzMwavTIz8s0gm,https://api.spotify.com/v1/tracks/6CHENx8iqzMwavTIz8s0gm,https://api.spotify.com/v1/audio-analysis/6CHENx8iqzMwavTIz8s0gm,204933,4
64,Malibu,spotify:track:5bVOX6eyHsML2sB4aMlZEi,0.528,0.904,2,-5.854,1,0.0343,0.000833,0,0.174,0.678,122.372,audio_features,5bVOX6eyHsML2sB4aMlZEi,spotify:track:5bVOX6eyHsML2sB4aMlZEi,https://api.spotify.com/v1/tracks/5bVOX6eyHsML2sB4aMlZEi,https://api.spotify.com/v1/audio-analysis/5bVOX6eyHsML2sB4aMlZEi,230040,4
61,Doll Parts,spotify:track:49t1GWE6ZiEoBgN92oMDdM,0.245,0.542,7,-7.159,1,0.0324,0.147,4.05E-06,0.102,0.365,204.824,audio_features,49t1GWE6ZiEoBgN92oMDdM,spotify:track:49t1GWE6ZiEoBgN92oMDdM,https://api.spotify.com/v1/tracks/49t1GWE6ZiEoBgN92oMDdM,https://api.spotify.com/v1/audio-analysis/49t1GWE6ZiEoBgN92oMDdM,211960,4
61,Petals,spotify:track:4VedfquAzkjR15ntcWmNfL,0.449,0.824,4,-6.567,0,0.0403,5.18E-05,0.0337,0.368,0.223,114.907,audio_features,4VedfquAzkjR15ntcWmNfL,spotify:track:4VedfquAzkjR15ntcWmNfL,https://api.spotify.com/v1/tracks/4VedfquAzkjR15ntcWmNfL,https://api.spotify.com/v1/audio-analysis/4VedfquAzkjR15ntcWmNfL,329240,4
58,Jennifer's Body,spotify:track:6wAdJF85cna96BwQn2Pg8c,0.401,0.863,11,-7.312,0,0.0447,0.00079,1.39E-06,0.174,0.55,81.65,audio_features,6wAdJF85cna96BwQn2Pg8c,spotify:track:6wAdJF85cna96BwQn2Pg8c,https://api.spotify.com/v1/tracks/6wAdJF85cna96BwQn2Pg8c,https://api.spotify.com/v1/audio-analysis/6wAdJF85cna96BwQn2Pg8c,220533,4
54,Miss World,spotify:track:3yMFBuIdPBdJkkzaPBDjKY,0.331,0.722,7,-8.461,1,0.0408,0.00204,5.35E-05,0.256,0.349,125.575,audio_features,3yMFBuIdPBdJkkzaPBDjKY,spotify:track:3yMFBuIdPBdJkkzaPBDjKY,https://api.spotify.com/v1/tracks/3yMFBuIdPBdJkkzaPBDjKY,https://api.spotify.com/v1/audio-analysis/3yMFBuIdPBdJkkzaPBDjKY,180067,4
52,Plump,spotify:track:2nbTJN4paC2VOCEGX1kh1x,0.487,0.847,9,-5.881,1,0.0359,0.00293,0.0633,0.102,0.751,128.862,audio_features,2nbTJN4paC2VOCEGX1kh1x,spotify:track:2nbTJN4paC2VOCEGX1kh1x,https://api.spotify.com/v1/tracks/2nbTJN4paC2VOCEGX1kh1x,https://api.spotify.com/v1/audio-analysis/2nbTJN4paC2VOCEGX1kh1x,154200,4
50,Asking For It,spotify:track:5qpkqpn8Q57ULOiB4qL2cD,0.445,0.626,0,-8.696,1,0.0333,0.018,0.000605,0.0858,0.307,122.385,audio_features,5qpkqpn8Q57ULOiB4qL2cD,spotify:track:5qpkqpn8Q57ULOiB4qL2cD,https://api.spotify.com/v1/tracks/5qpkqpn8Q57ULOiB4qL2cD,https://api.spotify.com/v1/audio-analysis/5qpkqpn8Q57ULOiB4qL2cD,209400,4
49,Teenage Whore,spotify:track:5L3H63sBURBch3bUJ2acIJ,0.104,0.77,5,-10.697,1,0.0438,0.000974,0.157,0.273,0.43,188.9,audio_features,5L3H63sBURBch3bUJ2acIJ,spotify:track:5L3H63sBURBch3bUJ2acIJ,https://api.spotify.com/v1/tracks/5L3H63sBURBch3bUJ2acIJ,https://api.spotify.com/v1/audio-analysis/5L3H63sBURBch3bUJ2acIJ,177227,3
88,Lovers Rock,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,0.559,0.871,5,-5.338,0,0.0397,7.53E-06,0.00545,0.096,0.572,104.97,audio_features,6dBUzqjtbnIa1TwYbyw5CM,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/tracks/6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/audio-analysis/6dBUzqjtbnIa1TwYbyw5CM,213920,4
85,Blue Hair,spotify:track:39sDitIeCMrVX2QyXHY46t,0.751,0.72,4,-6.376,1,0.0303,0.554,0.0497,0.258,0.884,135.73,audio_features,39sDitIeCMrVX2QyXHY46t,spotify:track:39sDitIeCMrVX2QyXHY46t,https://api.spotify.com/v1/tracks/39sDitIeCMrVX2QyXHY46t,https://api.spotify.com/v1/audio-analysis/39sDitIeCMrVX2QyXHY46t,217000,4
84,Not Allowed,spotify:track:3IznIgmXtrUaoPWpQTy5jB,0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,audio_features,3IznIgmXtrUaoPWpQTy5jB,spotify:track:3IznIgmXtrUaoPWpQTy5jB,https://api.spotify.com/v1/tracks/3IznIgmXtrUaoPWpQTy5jB,https://api.spotify.com/v1/audio-analysis/3IznIgmXtrUaoPWpQTy5jB,167864,4
84,Cigarettes out the Window,spotify:track:6QeYSvYqYUsfBzsApbjDHO,0.625,0.659,0,-5.669,1,0.0337,0.12,0,0.17,0.594,113.551,audio_features,6QeYSvYqYUsfBzsApbjDHO,spotify:track:6QeYSvYqYUsfBzsApbjDHO,https://api.spotify.com/v1/tracks/6QeYSvYqYUsfBzsApbjDHO,https://api.spotify.com/v1/audio-analysis/6QeYSvYqYUsfBzsApbjDHO,198961,4
77,The Blonde,spotify:track:72cGBEqu7RitIOoACXYjfR,0.501,0.547,1,-7.961,0,0.0243,0.225,0.912,0.288,0.225,87.692,audio_features,72cGBEqu7RitIOoACXYjfR,spotify:track:72cGBEqu7RitIOoACXYjfR,https://api.spotify.com/v1/tracks/72cGBEqu7RitIOoACXYjfR,https://api.spotify.com/v1/audio-analysis/72cGBEqu7RitIOoACXYjfR,227760,4
72,It Almost Worked,spotify:track:4NUhcsz9E1LrBe8nXLZqzp,0.673,0.886,9,-4.347,1,0.0282,0.302,0.348,0.0792,0.679,140.586,audio_features,4NUhcsz9E1LrBe8nXLZqzp,spotify:track:4NUhcsz9E1LrBe8nXLZqzp,https://api.spotify.com/v1/tracks/4NUhcsz9E1LrBe8nXLZqzp,https://api.spotify.com/v1/audio-analysis/4NUhcsz9E1LrBe8nXLZqzp,152000,4
70,Birds Dont Sing,spotify:track:21LkHnuxPxVrOZ5gCaG7aM,0.605,0.942,7,-4.549,1,0.0655,0.016,0,0.137,0.8,106.562,audio_features,21LkHnuxPxVrOZ5gCaG7aM,spotify:track:21LkHnuxPxVrOZ5gCaG7aM,https://api.spotify.com/v1/tracks/21LkHnuxPxVrOZ5gCaG7aM,https://api.spotify.com/v1/audio-analysis/21LkHnuxPxVrOZ5gCaG7aM,209347,4
70,Loving Machine,spotify:track:7JEzAlwHhCD2M1cYE6BeqJ,0.58,0.69,0,-9.52,1,0.0267,0.568,0.0221,0.226,0.922,89.981,audio_features,7JEzAlwHhCD2M1cYE6BeqJ,spotify:track:7JEzAlwHhCD2M1cYE6BeqJ,https://api.spotify.com/v1/tracks/7JEzAlwHhCD2M1cYE6BeqJ,https://api.spotify.com/v1/audio-analysis/7JEzAlwHhCD2M1cYE6BeqJ,227000,4
69,Louise,spotify:track:263KsGZODTZouh3RFGNaLX,0.727,0.919,0,-4.562,1,0.0285,0.165,0.0111,0.306,0.92,115.816,audio_features,263KsGZODTZouh3RFGNaLX,spotify:track:263KsGZODTZouh3RFGNaLX,https://api.spotify.com/v1/tracks/263KsGZODTZouh3RFGNaLX,https://api.spotify.com/v1/audio-analysis/263KsGZODTZouh3RFGNaLX,194453,4
68,Taking What's Not Yours,spotify:track:53mChDyESfwn9Dz8poHRf6,0.712,0.914,1,-5.675,1,0.101,0.65,0,0.0579,0.697,100.406,audio_features,53mChDyESfwn9Dz8poHRf6,spotify:track:53mChDyESfwn9Dz8poHRf6,https://api.spotify.com/v1/tracks/53mChDyESfwn9Dz8poHRf6,https://api.spotify.com/v1/audio-analysis/53mChDyESfwn9Dz8poHRf6,205651,4
55,Seaforth,spotify:track:6RRCXZcBlOrQ4GsKElW0BH,0.472,0.487,7,-12.763,1,0.0384,0.0829,0.642,0.255,0.338,199.998,audio_features,6RRCXZcBlOrQ4GsKElW0BH,spotify:track:6RRCXZcBlOrQ4GsKElW0BH,https://api.spotify.com/v1/tracks/6RRCXZcBlOrQ4GsKElW0BH,https://api.spotify.com/v1/audio-analysis/6RRCXZcBlOrQ4GsKElW0BH,245934,4
57,Out Getting Ribs,spotify:track:30JUrbIq4PsRjIvDz8freE,0.509,0.403,2,-9.862,1,0.0299,0.619,0.000496,0.383,0.0838,117.241,audio_features,30JUrbIq4PsRjIvDz8freE,spotify:track:30JUrbIq4PsRjIvDz8freE,https://api.spotify.com/v1/tracks/30JUrbIq4PsRjIvDz8freE,https://api.spotify.com/v1/audio-analysis/30JUrbIq4PsRjIvDz8freE,256000,4
54,Flimsier,spotify:track:1tzww8WyoZheUB7wmZpTyW,0.507,0.29,7,-11.427,1,0.0316,0.447,0.72,0.139,0.16,135.904,audio_features,1tzww8WyoZheUB7wmZpTyW,spotify:track:1tzww8WyoZheUB7wmZpTyW,https://api.spotify.com/v1/tracks/1tzww8WyoZheUB7wmZpTyW,https://api.spotify.com/v1/audio-analysis/1tzww8WyoZheUB7wmZpTyW,239911,4
55,Seagirl,spotify:track:0FO4lzbW7ufcYSc1iHune9,0.484,0.393,6,-11.749,1,0.0273,0.778,0.0266,0.0988,0.223,68.022,audio_features,0FO4lzbW7ufcYSc1iHune9,spotify:track:0FO4lzbW7ufcYSc1iHune9,https://api.spotify.com/v1/tracks/0FO4lzbW7ufcYSc1iHune9,https://api.spotify.com/v1/audio-analysis/0FO4lzbW7ufcYSc1iHune9,202007,4
54,Baby Blue,spotify:track:6Ko6VLnveSju6IZiwONLTt,0.461,0.331,3,-11.03,1,0.0359,0.613,0.00104,0.129,0.0899,102.488,audio_features,6Ko6VLnveSju6IZiwONLTt,spotify:track:6Ko6VLnveSju6IZiwONLTt,https://api.spotify.com/v1/tracks/6Ko6VLnveSju6IZiwONLTt,https://api.spotify.com/v1/audio-analysis/6Ko6VLnveSju6IZiwONLTt,215507,4
53,Empty Stomach Space Cadet,spotify:track:0cwE12SmWNLi8YNkoxmfGp,0.607,0.493,11,-10.152,0,0.0315,0.278,0.745,0.213,0.188,99.973,audio_features,0cwE12SmWNLi8YNkoxmfGp,spotify:track:0cwE12SmWNLi8YNkoxmfGp,https://api.spotify.com/v1/tracks/0cwE12SmWNLi8YNkoxmfGp,https://api.spotify.com/v1/audio-analysis/0cwE12SmWNLi8YNkoxmfGp,127151,4
51,Easy Easy,spotify:track:3iZLtD344l5FYBmJTmEheF,0.566,0.408,4,-8.972,1,0.036,0.838,1.04E-05,0.108,0.235,146.61,audio_features,3iZLtD344l5FYBmJTmEheF,spotify:track:3iZLtD344l5FYBmJTmEheF,https://api.spotify.com/v1/tracks/3iZLtD344l5FYBmJTmEheF,https://api.spotify.com/v1/audio-analysis/3iZLtD344l5FYBmJTmEheF,169693,4
52,Border Line,spotify:track:6lHz9vaD9fxEHJnzYkN5Nq,0.642,0.549,11,-8.303,0,0.0996,0.522,0.000116,0.0764,0.35,99.906,audio_features,6lHz9vaD9fxEHJnzYkN5Nq,spotify:track:6lHz9vaD9fxEHJnzYkN5Nq,https://api.spotify.com/v1/tracks/6lHz9vaD9fxEHJnzYkN5Nq,https://api.spotify.com/v1/audio-analysis/6lHz9vaD9fxEHJnzYkN5Nq,185853,4
48,If Only It Was Warmth,spotify:track:1bVfofEAwPXeLDuIFJL9ob,0.376,0.12,4,-14.998,1,0.0357,0.717,0.385,0.201,0.0465,167.545,audio_features,1bVfofEAwPXeLDuIFJL9ob,spotify:track:1bVfofEAwPXeLDuIFJL9ob,https://api.spotify.com/v1/tracks/1bVfofEAwPXeLDuIFJL9ob,https://api.spotify.com/v1/audio-analysis/1bVfofEAwPXeLDuIFJL9ob,197979,3
50,Pink Shell,spotify:track:4mWL03cBr1H3aB8LWFitKn,0.69,0.687,5,-8.073,1,0.0678,0.123,0.878,0.152,0.639,126.804,audio_features,4mWL03cBr1H3aB8LWFitKn,spotify:track:4mWL03cBr1H3aB8LWFitKn,https://api.spotify.com/v1/tracks/4mWL03cBr1H3aB8LWFitKn,https://api.spotify.com/v1/audio-analysis/4mWL03cBr1H3aB8LWFitKn,135222,4
66,$10 ,spotify:track:3koAwrM1RO0TGMeQJ3qt9J,0.624,0.596,4,-9.804,1,0.0314,0.475,0.203,0.119,0.896,120.969,audio_features,3koAwrM1RO0TGMeQJ3qt9J,spotify:track:3koAwrM1RO0TGMeQJ3qt9J,https://api.spotify.com/v1/tracks/3koAwrM1RO0TGMeQJ3qt9J,https://api.spotify.com/v1/audio-analysis/3koAwrM1RO0TGMeQJ3qt9J,89509,4
65,Warned You,spotify:track:3GahMRXI3rL2JVeSLZBRnF,0.535,0.209,6,-16.402,1,0.0257,0.668,0.14,0.129,0.515,137.889,audio_features,3GahMRXI3rL2JVeSLZBRnF,spotify:track:3GahMRXI3rL2JVeSLZBRnF,https://api.spotify.com/v1/tracks/3GahMRXI3rL2JVeSLZBRnF,https://api.spotify.com/v1/audio-analysis/3GahMRXI3rL2JVeSLZBRnF,136033,4
54,Out To Pasture,spotify:track:5vezDgJwPdzShINRcX7MdN,0.613,0.372,4,-10.969,1,0.0302,0.709,0.83,0.145,0.658,81.107,audio_features,5vezDgJwPdzShINRcX7MdN,spotify:track:5vezDgJwPdzShINRcX7MdN,https://api.spotify.com/v1/tracks/5vezDgJwPdzShINRcX7MdN,https://api.spotify.com/v1/audio-analysis/5vezDgJwPdzShINRcX7MdN,155500,4
53,Don't Come Home Today,spotify:track:4WUAyxkq3x4l5P7QN0vmHr,0.382,0.738,6,-7.73,1,0.0334,0.507,0.965,0.136,0.462,155.858,audio_features,4WUAyxkq3x4l5P7QN0vmHr,spotify:track:4WUAyxkq3x4l5P7QN0vmHr,https://api.spotify.com/v1/tracks/4WUAyxkq3x4l5P7QN0vmHr,https://api.spotify.com/v1/audio-analysis/4WUAyxkq3x4l5P7QN0vmHr,191500,4
52,You,spotify:track:1iLBI0xUhGKZQM1DresHuj,0.338,0.64,8,-8.046,1,0.0297,0.157,0.724,0.129,0.367,149.709,audio_features,1iLBI0xUhGKZQM1DresHuj,spotify:track:1iLBI0xUhGKZQM1DresHuj,https://api.spotify.com/v1/tracks/1iLBI0xUhGKZQM1DresHuj,https://api.spotify.com/v1/audio-analysis/1iLBI0xUhGKZQM1DresHuj,190696,3
51,Oppsie,spotify:track:0UQx8veWkIYRHtRVHu6psY,0.66,0.481,6,-8.861,1,0.0325,0.18,0.308,0.092,0.547,134.983,audio_features,0UQx8veWkIYRHtRVHu6psY,spotify:track:0UQx8veWkIYRHtRVHu6psY,https://api.spotify.com/v1/tracks/0UQx8veWkIYRHtRVHu6psY,https://api.spotify.com/v1/audio-analysis/0UQx8veWkIYRHtRVHu6psY,142447,4
49,Cosmic Sass,spotify:track:6UW9Ffk7h9jCl4Yw4uRq59,0.341,0.409,6,-17.791,0,0.0346,0.694,0.987,0.36,0.505,143.168,audio_features,6UW9Ffk7h9jCl4Yw4uRq59,spotify:track:6UW9Ffk7h9jCl4Yw4uRq59,https://api.spotify.com/v1/tracks/6UW9Ffk7h9jCl4Yw4uRq59,https://api.spotify.com/v1/audio-analysis/6UW9Ffk7h9jCl4Yw4uRq59,105567,4
48,"Boy, I'm Just A Loser For Your Love",spotify:track:59nzuYF9nUmcL5CClCiIjX,0.606,0.255,3,-9.944,1,0.029,0.921,0.693,0.11,0.352,82.729,audio_features,59nzuYF9nUmcL5CClCiIjX,spotify:track:59nzuYF9nUmcL5CClCiIjX,https://api.spotify.com/v1/tracks/59nzuYF9nUmcL5CClCiIjX,https://api.spotify.com/v1/audio-analysis/59nzuYF9nUmcL5CClCiIjX,195594,4
46,Country,spotify:track:3YXtKLwRdiHdy71pN5IHkk,0.58,0.86,9,-6.551,1,0.033,0.538,0.0807,0.185,0.619,155.798,audio_features,3YXtKLwRdiHdy71pN5IHkk,spotify:track:3YXtKLwRdiHdy71pN5IHkk,https://api.spotify.com/v1/tracks/3YXtKLwRdiHdy71pN5IHkk,https://api.spotify.com/v1/audio-analysis/3YXtKLwRdiHdy71pN5IHkk,240547,4
46,Radiovoice,spotify:track:2fBl83Q9L3hbmIzDX3o0pe,0.502,0.434,1,-10.845,0,0.0367,0.875,0.885,0.101,0.388,131.206,audio_features,2fBl83Q9L3hbmIzDX3o0pe,spotify:track:2fBl83Q9L3hbmIzDX3o0pe,https://api.spotify.com/v1/tracks/2fBl83Q9L3hbmIzDX3o0pe,https://api.spotify.com/v1/audio-analysis/2fBl83Q9L3hbmIzDX3o0pe,174500,4
82,Telephones,spotify:track:0JIMT9gzLIIz0esKLyjbKf,0.526,0.447,2,-9.268,1,0.0274,0.00283,0.0301,0.109,0.183,74.995,audio_features,0JIMT9gzLIIz0esKLyjbKf,spotify:track:0JIMT9gzLIIz0esKLyjbKf,https://api.spotify.com/v1/tracks/0JIMT9gzLIIz0esKLyjbKf,https://api.spotify.com/v1/audio-analysis/0JIMT9gzLIIz0esKLyjbKf,212432,4
82,Young,spotify:track:1KIJclzEbNhSVw8tiHPWwE,0.498,0.81,7,-4.065,1,0.0263,0.00392,0.00717,0.0635,0.594,79.935,audio_features,1KIJclzEbNhSVw8tiHPWwE,spotify:track:1KIJclzEbNhSVw8tiHPWwE,https://api.spotify.com/v1/tracks/1KIJclzEbNhSVw8tiHPWwE,https://api.spotify.com/v1/audio-analysis/1KIJclzEbNhSVw8tiHPWwE,189160,4
72,Relax,spotify:track:5TuTHrKzN6NweeQaKkBNb7,0.471,0.881,11,-4.483,0,0.0467,0.0588,0.000378,0.26,0.544,169.898,audio_features,5TuTHrKzN6NweeQaKkBNb7,spotify:track:5TuTHrKzN6NweeQaKkBNb7,https://api.spotify.com/v1/tracks/5TuTHrKzN6NweeQaKkBNb7,https://api.spotify.com/v1/audio-analysis/5TuTHrKzN6NweeQaKkBNb7,158573,4
71,Friends,spotify:track:0jYfN0oxUjdYmAifDBORz9,0.585,0.802,11,-6.352,0,0.0294,0.000204,0.246,0.0779,0.393,89.92,audio_features,0jYfN0oxUjdYmAifDBORz9,spotify:track:0jYfN0oxUjdYmAifDBORz9,https://api.spotify.com/v1/tracks/0jYfN0oxUjdYmAifDBORz9,https://api.spotify.com/v1/audio-analysis/0jYfN0oxUjdYmAifDBORz9,152360,4
69,Home,spotify:track:1TQuqiFxqnVeez9OMq3emB,0.643,0.671,9,-5.439,0,0.0246,0.00578,0.000641,0.107,0.412,89.9,audio_features,1TQuqiFxqnVeez9OMq3emB,spotify:track:1TQuqiFxqnVeez9OMq3emB,https://api.spotify.com/v1/tracks/1TQuqiFxqnVeez9OMq3emB,https://api.spotify.com/v1/audio-analysis/1TQuqiFxqnVeez9OMq3emB,145667,4
68,Honey,spotify:track:7IBzp33O4Hjr92wXtH3yQJ,0.276,0.846,1,-7.561,0,0.0725,0.000244,0.311,0.197,0.668,157.458,audio_features,7IBzp33O4Hjr92wXtH3yQJ,spotify:track:7IBzp33O4Hjr92wXtH3yQJ,https://api.spotify.com/v1/tracks/7IBzp33O4Hjr92wXtH3yQJ,https://api.spotify.com/v1/audio-analysis/7IBzp33O4Hjr92wXtH3yQJ,139605,4
66,Day Dreamin,spotify:track:4BfINdTGi2L7gY57zbgByL,0.188,0.847,8,-3.268,1,0.034,0.0768,0.32,0.121,0.389,88.494,audio_features,4BfINdTGi2L7gY57zbgByL,spotify:track:4BfINdTGi2L7gY57zbgByL,https://api.spotify.com/v1/tracks/4BfINdTGi2L7gY57zbgByL,https://api.spotify.com/v1/audio-analysis/4BfINdTGi2L7gY57zbgByL,115470,4
65,Away,spotify:track:2NaGl56lq71UMzDSI8jmJ3,0.576,0.915,8,-5.729,0,0.0277,0.0124,0.946,0.0856,0.961,111.021,audio_features,2NaGl56lq71UMzDSI8jmJ3,spotify:track:2NaGl56lq71UMzDSI8jmJ3,https://api.spotify.com/v1/tracks/2NaGl56lq71UMzDSI8jmJ3,https://api.spotify.com/v1/audio-analysis/2NaGl56lq71UMzDSI8jmJ3,162333,4
64,Next Exit,spotify:track:0xkSfBYxRMTLgrinRJlzfz,0.456,0.775,2,-7.125,1,0.037,0.000313,0.823,0.674,0.793,80.026,audio_features,0xkSfBYxRMTLgrinRJlzfz,spotify:track:0xkSfBYxRMTLgrinRJlzfz,https://api.spotify.com/v1/tracks/0xkSfBYxRMTLgrinRJlzfz,https://api.spotify.com/v1/audio-analysis/0xkSfBYxRMTLgrinRJlzfz,201000,4
60,Midwest,spotify:track:5GDjtfw6yBjAuTGQrrQ6XD,0.55,0.598,0,-7.568,1,0.0317,0.0844,0.453,0.117,0.525,117.954,audio_features,5GDjtfw6yBjAuTGQrrQ6XD,spotify:track:5GDjtfw6yBjAuTGQrrQ6XD,https://api.spotify.com/v1/tracks/5GDjtfw6yBjAuTGQrrQ6XD,https://api.spotify.com/v1/audio-analysis/5GDjtfw6yBjAuTGQrrQ6XD,248136,4
58,Forgot Again,spotify:track:7M7EKn4FPDVeHXEGUureMm,0.595,0.597,7,-8.994,1,0.0253,0.159,0.778,0.15,0.232,81.774,audio_features,7M7EKn4FPDVeHXEGUureMm,spotify:track:7M7EKn4FPDVeHXEGUureMm,https://api.spotify.com/v1/tracks/7M7EKn4FPDVeHXEGUureMm,https://api.spotify.com/v1/audio-analysis/7M7EKn4FPDVeHXEGUureMm,120842,4
57,Visions,spotify:track:1rcxltU3Mzn8gN6Z8ly9Zh,0.658,0.67,7,-7.093,0,0.0255,0.499,0.0071,0.256,0.696,95.3,audio_features,1rcxltU3Mzn8gN6Z8ly9Zh,spotify:track:1rcxltU3Mzn8gN6Z8ly9Zh,https://api.spotify.com/v1/tracks/1rcxltU3Mzn8gN6Z8ly9Zh,https://api.spotify.com/v1/audio-analysis/1rcxltU3Mzn8gN6Z8ly9Zh,233559,4
57,January,spotify:track:2UxxDidNYPuTLiMNKBHMiK,0.539,0.621,3,-7.281,1,0.0259,0.834,0.922,0.256,0.696,106.14,audio_features,2UxxDidNYPuTLiMNKBHMiK,spotify:track:2UxxDidNYPuTLiMNKBHMiK,https://api.spotify.com/v1/tracks/2UxxDidNYPuTLiMNKBHMiK,https://api.spotify.com/v1/audio-analysis/2UxxDidNYPuTLiMNKBHMiK,114211,4
